Ticker_Symbol,Years,Period_Ending,Total_Revenue,Cost_of_Goods_Sold,Sales_General_and_Admin,Research_and_Development,Other_Operating_Items,GICS_Sector,GICS_Sub_Industry
DHR,Year 4,12/31/2015,20563100000.0,9800600000.0,6054300000.0,1239100000.0,0.0,Industrials,Industrial Conglomerates
DIS,Year 1,9/28/2013,45041000000.0,25034000000.0,8365000000.0,0.0,2192000000.0,Consumer Discretionary,Broadcasting & Cable TV
DIS,Year 2,9/27/2014,48813000000.0,26420000000.0,8565000000.0,0.0,2288000000.0,Consumer Discretionary,Broadcasting & Cable TV
DIS,Year 3,10/3/2015,52465000000.0,28364000000.0,8523000000.0,0.0,2354000000.0,Consumer Discretionary,Broadcasting & Cable TV
DIS,Year 4,10/1/2016,55632000000.0,29993000000.0,8754000000.0,0.0,2527000000.0,Consumer Discretionary,Broadcasting & Cable TV
DISCA,Year 1,12/31/2013,5535000000.0,1689000000.0,1598000000.0,0.0,276000000.0,Consumer Discretionary,Cable & Satellite
DISCA,Year 2,12/31/2014,6265000000.0,2124000000.0,1692000000.0,0.0,329000000.0,Consumer Discretionary,Cable & Satellite
DISCA,Year 3,12/31/2015,6394000000.0,2343000000.0,1669000000.0,0.0,330000000.0,Consumer Discretionary,Cable & Satellite
DISCA,Year 4,12/31/2016,6497000000.0,2432000000.0,1690000000.0,0.0,322000000.0,Consumer Discretionary,Cable & Satellite
DISCK,Year 1,12/31/2013,5535000000.0,1689000000.0,1598000000.0,0.0,276000000.0,Consumer Discretionary,Cable & Satellite
DISCK,Year 2,12/31/2014,6265000000.0,2124000000.0,1692000000.0,0.0,329000000.0,Consumer Discretionary,Cable & Satellite
DISCK,Year 3,12/31/2015,6394000000.0,2343000000.0,1669000000.0,0.0,330000000.0,Consumer Discretionary,Cable & Satellite
DISCK,Year 4,12/31/2016,6497000000.0,2432000000.0,1690000000.0,0.0,322000000.0,Consumer Discretionary,Cable & Satellite
DLPH,Year 1,12/31/2013,15051000000.0,12274000000.0,916000000.0,0.0,97000000.0,Consumer Discretionary,Auto Parts & Equipment
DLPH,Year 2,12/31/2014,15499000000.0,12471000000.0,1036000000.0,0.0,94000000.0,Consumer Discretionary,Auto Parts & Equipment
DLPH,Year 3,12/31/2015,15165000000.0,12155000000.0,1017000000.0,0.0,93000000.0,Consumer Discretionary,Auto Parts & Equipment
DLPH,Year 4,12/31/2016,16661000000.0,13107000000.0,1145000000.0,0.0,134000000.0,Consumer Discretionary,Auto Parts & Equipment
DLR,Year 1,12/31/2012,1279067000.0,461898000.0,68538000.0,0.0,382553000.0,Real Estate,Specialized REITs
DLR,Year 2,12/31/2013,1482259000.0,555660000.0,69323000.0,0.0,475464000.0,Real Estate,Specialized REITs
DLR,Year 3,12/31/2014,1616438000.0,603321000.0,89468000.0,0.0,538513000.0,Real Estate,Specialized REITs
DLR,Year 4,12/31/2015,1763336000.0,651282000.0,139616000.0,0.0,570527000.0,Real Estate,Specialized REITs
DLTR,Year 1,2/2/2013,7394500000.0,4741800000.0,1732600000.0,0.0,0.0,Consumer Discretionary,General Merchandise Stores
DLTR,Year 2,2/1/2014,7840300000.0,5050500000.0,1819500000.0,0.0,0.0,Consumer Discretionary,General Merchandise Stores
DLTR,Year 3,1/31/2015,8602200000.0,5568200000.0,1993800000.0,0.0,0.0,Consumer Discretionary,General Merchandise Stores
DLTR,Year 4,1/30/2016,15498400000.0,10841700000.0,3607000000.0,0.0,0.0,Consumer Discretionary,General Merchandise Stores
DNB,Year 1,12/31/2012,1663000000.0,0.0,1123200000.0,0.0,78300000.0,Industrials,Research & Consulting Services
DNB,Year 2,12/31/2013,1558400000.0,0.0,1058000000.0,0.0,60400000.0,Industrials,Research & Consulting Services
DNB,Year 3,12/31/2014,1584500000.0,0.0,1105700000.0,0.0,52500000.0,Industrials,Research & Consulting Services
DNB,Year 4,12/31/2015,1637100000.0,0.0,1209100000.0,0.0,58700000.0,Industrials,Research & Consulting Services
DOV,Year 1,12/31/2013,7155096000.0,4376505000.0,1616921000.0,0.0,0.0,Industrials,Industrial Machinery
DOV,Year 2,12/31/2014,7752728000.0,4778479000.0,1758765000.0,0.0,0.0,Industrials,Industrial Machinery
DOV,Year 3,12/31/2015,6956311000.0,4388167000.0,1647382000.0,0.0,0.0,Industrials,Industrial Machinery
DOV,Year 4,12/31/2016,6794342000.0,4322373000.0,1757523000.0,0.0,0.0,Industrials,Industrial Machinery
DPS,Year 1,12/31/2013,5997000000.0,2499000000.0,2337000000.0,0.0,115000000.0,Consumer Staples,Soft Drinks
DPS,Year 2,12/31/2014,6121000000.0,2491000000.0,2335000000.0,0.0,115000000.0,Consumer Staples,Soft Drinks
DPS,Year 3,12/31/2015,6282000000.0,2559000000.0,2320000000.0,0.0,105000000.0,Consumer Staples,Soft Drinks
DPS,Year 4,12/31/2016,6440000000.0,2582000000.0,2326000000.0,0.0,99000000.0,Consumer Staples,Soft Drinks
DRI,Year 1,5/26/2013,5921000000.0,4616600000.0,625200000.0,0.0,278300000.0,Consumer Discretionary,Restaurants
DRI,Year 2,5/25/2014,6285600000.0,4990500000.0,665400000.0,0.0,304400000.0,Consumer Discretionary,Restaurants
DRI,Year 3,5/31/2015,6764000000.0,5341500000.0,673500000.0,0.0,319300000.0,Consumer Discretionary,Restaurants
DRI,Year 4,5/29/2016,6933500000.0,5392400000.0,622900000.0,0.0,290200000.0,Consumer Discretionary,Restaurants
DUK,Year 1,12/31/2012,17912000000.0,11235000000.0,965000000.0,0.0,2145000000.0,Utilities,Electric Utilities
DUK,Year 2,12/31/2013,22756000000.0,13545000000.0,1274000000.0,0.0,2668000000.0,Utilities,Electric Utilities
DUK,Year 3,12/31/2014,23925000000.0,14323000000.0,1213000000.0,0.0,3066000000.0,Utilities,Electric Utilities
DUK,Year 4,12/31/2015,23459000000.0,13728000000.0,1135000000.0,0.0,3144000000.0,Utilities,Electric Utilities
DVA,Year 1,12/31/2012,8186280000.0,5583549000.0,889879000.0,0.0,341969000.0,Health Care,Health Care Facilities
DVA,Year 2,12/31/2013,11764050000.0,8198377000.0,1516508000.0,0.0,528737000.0,Health Care,Health Care Facilities
DVA,Year 3,12/31/2014,12795106000.0,9119305000.0,1278506000.0,0.0,590935000.0,Health Care,Health Care Facilities
DVA,Year 4,12/31/2015,13781837000.0,9824834000.0,1947135000.0,0.0,638024000.0,Health Care,Health Care Facilities
DVN,Year 1,12/31/2013,10397000000.0,2268000000.0,2743000000.0,0.0,2780000000.0,Energy,Oil & Gas Exploration & Production
DVN,Year 2,12/31/2014,20638000000.0,2332000000.0,8290000000.0,0.0,3319000000.0,Energy,Oil & Gas Exploration & Production
DVN,Year 3,12/31/2015,13145000000.0,2104000000.0,7741000000.0,0.0,3129000000.0,Energy,Oil & Gas Exploration & Production
DVN,Year 4,12/31/2016,12197000000.0,1582000000.0,6476000000.0,0.0,1792000000.0,Energy,Oil & Gas Exploration & Production
EA,Year 1,3/31/2013,3797000000.0,1388000000.0,1078000000.0,1153000000.0,30000000.0,Information Technology,Home Entertainment Software
EA,Year 2,3/31/2014,3575000000.0,1347000000.0,1055000000.0,1125000000.0,16000000.0,Information Technology,Home Entertainment Software
EA,Year 3,3/31/2015,4515000000.0,1429000000.0,1030000000.0,1094000000.0,14000000.0,Information Technology,Home Entertainment Software
EA,Year 4,3/31/2016,4396000000.0,1354000000.0,1028000000.0,1109000000.0,7000000.0,Information Technology,Home Entertainment Software
EBAY,Year 1,12/31/2013,8257000000.0,1492000000.0,3260000000.0,915000000.0,136000000.0,Information Technology,Internet Software & Services
EBAY,Year 2,12/31/2014,8790000000.0,1663000000.0,3593000000.0,983000000.0,75000000.0,Information Technology,Internet Software & Services
EBAY,Year 3,12/31/2015,8592000000.0,1771000000.0,3660000000.0,923000000.0,41000000.0,Information Technology,Internet Software & Services
EBAY,Year 4,12/31/2016,8979000000.0,2007000000.0,3499000000.0,1114000000.0,34000000.0,Information Technology,Internet Software & Services
ECL,Year 1,12/31/2012,11838700000.0,6385400000.0,4018300000.0,0.0,0.0,Materials,Specialty Chemicals
ECL,Year 2,12/31/2013,13253400000.0,7161200000.0,4360300000.0,0.0,0.0,Materials,Specialty Chemicals
ECL,Year 3,12/31/2014,14280500000.0,7679100000.0,4577600000.0,0.0,0.0,Materials,Specialty Chemicals
ECL,Year 4,12/31/2015,13545100000.0,7223500000.0,4345500000.0,0.0,0.0,Materials,Specialty Chemicals
ED,Year 1,12/31/2013,12354000000.0,7191000000.0,1895000000.0,0.0,1024000000.0,Utilities,Electric Utilities
ED,Year 2,12/31/2014,12919000000.0,7807000000.0,1877000000.0,0.0,1071000000.0,Utilities,Electric Utilities
ED,Year 3,12/31/2015,12554000000.0,7060000000.0,1937000000.0,0.0,1130000000.0,Utilities,Electric Utilities
ED,Year 4,12/31/2016,12075000000.0,6357000000.0,2031000000.0,0.0,1216000000.0,Utilities,Electric Utilities
EFX,Year 1,12/31/2012,2073000000.0,759500000.0,673500000.0,0.0,160000000.0,Industrials,Research & Consulting Services
EFX,Year 2,12/31/2013,2303900000.0,787300000.0,715800000.0,0.0,189600000.0,Industrials,Research & Consulting Services
EFX,Year 3,12/31/2014,2436400000.0,844700000.0,751700000.0,0.0,201800000.0,Industrials,Research & Consulting Services
EFX,Year 4,12/31/2015,2663600000.0,887400000.0,884300000.0,0.0,198000000.0,Industrials,Research & Consulting Services
EIX,Year 1,12/31/2012,11862000000.0,7747000000.0,296000000.0,0.0,1562000000.0,Utilities,Electric Utilities
EIX,Year 2,12/31/2013,12581000000.0,8364000000.0,309000000.0,0.0,1622000000.0,Utilities,Electric Utilities
EIX,Year 3,12/31/2014,13413000000.0,8742000000.0,322000000.0,0.0,1720000000.0,Utilities,Electric Utilities
EIX,Year 4,12/31/2015,11524000000.0,7256000000.0,336000000.0,0.0,1919000000.0,Utilities,Electric Utilities
EL,Year 1,6/30/2013,10181700000.0,2025900000.0,6597000000.0,0.0,0.0,Consumer Staples,Personal Products
EL,Year 2,6/30/2014,10968800000.0,2158200000.0,6985900000.0,0.0,0.0,Consumer Staples,Personal Products
EL,Year 3,6/30/2015,10780400000.0,2100600000.0,7073500000.0,0.0,0.0,Consumer Staples,Personal Products
EL,Year 4,6/30/2016,11262300000.0,2181100000.0,7337800000.0,0.0,0.0,Consumer Staples,Personal Products
EMN,Year 1,12/31/2012,8102000000.0,6340000000.0,644000000.0,198000000.0,0.0,Materials,Diversified Chemicals
EMN,Year 2,12/31/2013,9350000000.0,6574000000.0,645000000.0,193000000.0,0.0,Materials,Diversified Chemicals
EMN,Year 3,12/31/2014,9527000000.0,7306000000.0,755000000.0,227000000.0,0.0,Materials,Diversified Chemicals
EMN,Year 4,12/31/2015,9648000000.0,7068000000.0,762000000.0,251000000.0,0.0,Materials,Diversified Chemicals
EMR,Year 1,9/30/2013,24669000000.0,14717000000.0,6010000000.0,0.0,0.0,Industrials,Industrial Conglomerates
EMR,Year 2,9/30/2014,17733000000.0,9971000000.0,4375000000.0,0.0,0.0,Industrials,Industrial Conglomerates
EMR,Year 3,9/30/2015,16249000000.0,9241000000.0,4065000000.0,0.0,0.0,Industrials,Industrial Conglomerates
EMR,Year 4,9/30/2016,14522000000.0,8260000000.0,3758000000.0,0.0,0.0,Industrials,Industrial Conglomerates
EOG,Year 1,12/31/2012,11682636000.0,1699428000.0,3862434000.0,0.0,3169703000.0,Energy,Oil & Gas Exploration & Production
EOG,Year 2,12/31/2013,14487118000.0,2066893000.0,4621096000.0,0.0,3600976000.0,Energy,Oil & Gas Exploration & Production
EOG,Year 3,12/31/2014,18035340000.0,2534389000.0,5285634000.0,0.0,3997041000.0,Energy,Oil & Gas Exploration & Production
EOG,Year 4,12/31/2015,8757428000.0,2177757000.0,3174320000.0,0.0,3313644000.0,Energy,Oil & Gas Exploration & Production
EQIX,Year 1,12/31/2012,1887376000.0,944617000.0,531180000.0,0.0,0.0,Real Estate,REITs
EQIX,Year 2,12/31/2013,2152766000.0,1064403000.0,621413000.0,0.0,0.0,Real Estate,REITs
EQIX,Year 3,12/31/2014,2443776000.0,1197885000.0,734119000.0,0.0,0.0,Real Estate,REITs
EQIX,Year 4,12/31/2015,2725867000.0,1291506000.0,825296000.0,0.0,0.0,Real Estate,REITs
EQR,Year 1,12/31/2012,1747502000.0,625507000.0,47233000.0,0.0,560669000.0,Real Estate,REITs
EQR,Year 2,12/31/2013,2387702000.0,834228000.0,62179000.0,0.0,978973000.0,Real Estate,REITs
EQR,Year 3,12/31/2014,2614748000.0,883564000.0,50948000.0,0.0,758861000.0,Real Estate,REITs
EQR,Year 4,12/31/2015,2744965000.0,905168000.0,65082000.0,0.0,765895000.0,Real Estate,REITs
EQT,Year 1,12/31/2013,1859177000.0,354561000.0,200849000.0,0.0,653132000.0,Energy,Oil & Gas Exploration & Production
EQT,Year 2,12/31/2014,2388768000.0,443974000.0,238134000.0,0.0,679298000.0,Energy,Oil & Gas Exploration & Production
EQT,Year 3,12/31/2015,1954000000.0,523043000.0,249925000.0,0.0,819216000.0,Energy,Oil & Gas Exploration & Production
EQT,Year 4,12/31/2016,1857339000.0,613909000.0,272747000.0,0.0,927920000.0,Energy,Oil & Gas Exploration & Production
ES,Year 1,12/31/2012,6273787000.0,3667434000.0,747356000.0,0.0,740791000.0,Utilities,MultiUtilities
ES,Year 2,12/31/2013,7301204000.0,3997940000.0,914149000.0,0.0,859680000.0,Utilities,MultiUtilities
ES,Year 3,12/31/2014,7741856000.0,4449139000.0,1034507000.0,0.0,625361000.0,Utilities,MultiUtilities
ES,Year 4,12/31/2015,7954827000.0,4416194000.0,1086274000.0,0.0,688195000.0,Utilities,MultiUtilities
ESS,Year 1,12/31/2012,535153000.0,172167000.0,24573000.0,0.0,169173000.0,Real Estate,Residential REITs
ESS,Year 2,12/31/2013,610590000.0,197336000.0,26684000.0,0.0,192420000.0,Real Estate,Residential REITs
ESS,Year 3,12/31/2014,970938000.0,312546000.0,40878000.0,0.0,360592000.0,Real Estate,Residential REITs
ESS,Year 4,12/31/2015,1194407000.0,363508000.0,40090000.0,0.0,453423000.0,Real Estate,Residential REITs
ETFC,Year 1,12/31/2012,1365000000.0,0.0,921000000.0,0.0,471000000.0,Financials,Investment Banking & Brokerage
ETFC,Year 2,12/31/2013,1466000000.0,0.0,888000000.0,0.0,256000000.0,Financials,Investment Banking & Brokerage
ETFC,Year 3,12/31/2014,1665000000.0,0.0,958000000.0,0.0,136000000.0,Financials,Investment Banking & Brokerage
ETFC,Year 4,12/31/2015,1403000000.0,0.0,1048000000.0,0.0,61000000.0,Financials,Investment Banking & Brokerage
ETN,Year 1,12/31/2012,16311000000.0,11448000000.0,2894000000.0,439000000.0,0.0,Industrials,Industrial Conglomerates
ETN,Year 2,12/31/2013,22046000000.0,15369000000.0,3886000000.0,644000000.0,0.0,Industrials,Industrial Conglomerates
ETN,Year 3,12/31/2014,22552000000.0,15646000000.0,3810000000.0,647000000.0,0.0,Industrials,Industrial Conglomerates
ETN,Year 4,12/31/2015,20855000000.0,14292000000.0,3596000000.0,625000000.0,0.0,Industrials,Industrial Conglomerates
ETR,Year 1,12/31/2012,10302079000.0,6583627000.0,917162000.0,0.0,1144585000.0,Utilities,Electric Utilities
ETR,Year 2,12/31/2013,11390947000.0,7588885000.0,888051000.0,0.0,1261044000.0,Utilities,Electric Utilities
ETR,Year 3,12/31/2014,12494921000.0,8126187000.0,863455000.0,0.0,1318638000.0,Utilities,Electric Utilities
ETR,Year 4,12/31/2015,11513251000.0,7449273000.0,1074998000.0,0.0,1337276000.0,Utilities,Electric Utilities
EW,Year 1,12/31/2012,1899600000.0,491000000.0,697400000.0,291300000.0,0.0,Health Care,Health Care Equipment
EW,Year 2,12/31/2013,2045500000.0,516600000.0,749700000.0,323000000.0,0.0,Health Care,Health Care Equipment
EW,Year 3,12/31/2014,2322900000.0,625600000.0,928700000.0,346500000.0,0.0,Health Care,Health Care Equipment
EW,Year 4,12/31/2015,2493700000.0,617200000.0,850700000.0,383100000.0,0.0,Health Care,Health Care Equipment
EXC,Year 1,12/31/2013,24888000000.0,17994000000.0,1095000000.0,0.0,2153000000.0,Utilities,MultiUtilities
EXC,Year 2,12/31/2014,27429000000.0,21571000000.0,1154000000.0,0.0,2314000000.0,Utilities,MultiUtilities
EXC,Year 3,12/31/2015,29447000000.0,21406000000.0,1200000000.0,0.0,2450000000.0,Utilities,MultiUtilities
EXC,Year 4,12/31/2016,31360000000.0,22688000000.0,1576000000.0,0.0,3936000000.0,Utilities,MultiUtilities
EXPD,Year 1,12/31/2012,5992215000.0,4156845000.0,1264632000.0,0.0,39940000.0,Industrials,Air Freight & Logistics
EXPD,Year 2,12/31/2013,6080257000.0,4197404000.0,1282709000.0,0.0,48071000.0,Industrials,Air Freight & Logistics
EXPD,Year 3,12/31/2014,6564721000.0,4583294000.0,1337487000.0,0.0,49292000.0,Industrials,Air Freight & Logistics
EXPD,Year 4,12/31/2015,6616632000.0,4428855000.0,1420281000.0,0.0,46012000.0,Industrials,Air Freight & Logistics
EXPE,Year 1,12/31/2013,4771259000.0,1038034000.0,3151043000.0,0.0,71731000.0,Consumer Discretionary,Internet & Direct Marketing Retail
EXPE,Year 2,12/31/2014,5763485000.0,1179081000.0,3919856000.0,0.0,76773000.0,Consumer Discretionary,Internet & Direct Marketing Retail
EXPE,Year 3,12/31/2015,6672317000.0,1309559000.0,4785243000.0,0.0,156458000.0,Consumer Discretionary,Internet & Direct Marketing Retail
EXPE,Year 4,12/31/2016,8773564000.0,1596698000.0,6280728000.0,0.0,317141000.0,Consumer Discretionary,Internet & Direct Marketing Retail
EXR,Year 1,12/31/2012,409396000.0,114028000.0,58323000.0,0.0,74453000.0,Real Estate,Specialized REITs
EXR,Year 2,12/31/2013,520613000.0,140012000.0,63268000.0,0.0,95232000.0,Real Estate,Specialized REITs
EXR,Year 3,12/31/2014,647155000.0,172416000.0,71369000.0,0.0,115076000.0,Real Estate,Specialized REITs
EXR,Year 4,12/31/2015,782270000.0,203965000.0,80791000.0,0.0,133457000.0,Real Estate,Specialized REITs
F,Year 1,12/31/2013,146917000000.0,123050000000.0,10850000000.0,0.0,0.0,Consumer Discretionary,Automobile Manufacturers
F,Year 2,12/31/2014,144077000000.0,131903000000.0,11842000000.0,0.0,0.0,Consumer Discretionary,Automobile Manufacturers
F,Year 3,12/31/2015,149558000000.0,131409000000.0,10502000000.0,0.0,0.0,Consumer Discretionary,Automobile Manufacturers
F,Year 4,12/31/2016,151800000000.0,135488000000.0,12196000000.0,0.0,0.0,Consumer Discretionary,Automobile Manufacturers
FAST,Year 1,12/31/2013,3326106000.0,1606661000.0,1007431000.0,0.0,0.0,Industrials,Building Products
FAST,Year 2,12/31/2014,3733507000.0,1836105000.0,1110776000.0,0.0,0.0,Industrials,Building Products
FAST,Year 3,12/31/2015,3869187000.0,1920253000.0,1121590000.0,0.0,0.0,Industrials,Building Products
FAST,Year 4,12/31/2016,3962036000.0,1997259000.0,1169470000.0,0.0,0.0,Industrials,Building Products
FB,Year 1,12/31/2013,7872000000.0,1875000000.0,1778000000.0,1415000000.0,0.0,Information Technology,Internet Software & Services
FB,Year 2,12/31/2014,12466000000.0,2153000000.0,2653000000.0,2666000000.0,0.0,Information Technology,Internet Software & Services
FB,Year 3,12/31/2015,17928000000.0,2867000000.0,4020000000.0,4816000000.0,0.0,Information Technology,Internet Software & Services
FB,Year 4,12/31/2016,27638000000.0,3789000000.0,5503000000.0,5919000000.0,0.0,Information Technology,Internet Software & Services
FBHS,Year 1,12/31/2012,3134800000.0,2093200000.0,873100000.0,0.0,7400000.0,Industrials,Building Products
FBHS,Year 2,12/31/2013,3703600000.0,2408500000.0,938700000.0,0.0,9400000.0,Industrials,Building Products
FBHS,Year 3,12/31/2014,4013600000.0,2646700000.0,943300000.0,0.0,13100000.0,Industrials,Building Products
FBHS,Year 4,12/31/2015,4579400000.0,2997500000.0,1047600000.0,0.0,21600000.0,Industrials,Building Products
FCX,Year 1,12/31/2012,18010000000.0,11561000000.0,431000000.0,285000000.0,0.0,Materials,Copper
FCX,Year 2,12/31/2013,20921000000.0,14637000000.0,657000000.0,210000000.0,0.0,Materials,Copper
FCX,Year 3,12/31/2014,21438000000.0,19504000000.0,592000000.0,126000000.0,0.0,Materials,Copper
FCX,Year 4,12/31/2015,15877000000.0,28524000000.0,569000000.0,127000000.0,0.0,Materials,Copper
FDX,Year 1,5/31/2013,44287000000.0,16448000000.0,20359000000.0,0.0,2386000000.0,Industrials,Air Freight & Logistics
FDX,Year 2,5/31/2014,45567000000.0,17052000000.0,22113000000.0,0.0,2587000000.0,Industrials,Air Freight & Logistics
FDX,Year 3,5/31/2015,47453000000.0,16984000000.0,25715000000.0,0.0,2611000000.0,Industrials,Air Freight & Logistics
FDX,Year 4,5/31/2016,50365000000.0,17327000000.0,27330000000.0,0.0,2631000000.0,Industrials,Air Freight & Logistics
FE,Year 1,12/31/2012,15255000000.0,6717000000.0,5353000000.0,0.0,1051000000.0,Utilities,Electric Utilities
FE,Year 2,12/31/2013,14892000000.0,6459000000.0,4315000000.0,0.0,1741000000.0,Utilities,Electric Utilities
FE,Year 3,12/31/2014,15049000000.0,6996000000.0,5759000000.0,0.0,1232000000.0,Utilities,Electric Utilities
FE,Year 4,12/31/2015,15026000000.0,6173000000.0,4969000000.0,0.0,1550000000.0,Utilities,Electric Utilities
FFIV,Year 1,9/30/2013,1481314000.0,253047000.0,587835000.0,209614000.0,0.0,Information Technology,Networking Equipment
FFIV,Year 2,9/30/2014,1732046000.0,309959000.0,664738000.0,263792000.0,0.0,Information Technology,Networking Equipment
FFIV,Year 3,9/30/2015,1919823000.0,332261000.0,738080000.0,296583000.0,0.0,Information Technology,Networking Equipment
FFIV,Year 4,9/30/2016,1995034000.0,337205000.0,767174000.0,334227000.0,0.0,Information Technology,Networking Equipment
FIS,Year 1,12/31/2012,5795800000.0,3956200000.0,763300000.0,0.0,0.0,Information Technology,Internet Software & Services
FIS,Year 2,12/31/2013,6063400000.0,4092700000.0,907800000.0,0.0,0.0,Information Technology,Internet Software & Services
FIS,Year 3,12/31/2014,6413800000.0,4328300000.0,814900000.0,0.0,0.0,Information Technology,Internet Software & Services
FIS,Year 4,12/31/2015,6595200000.0,4393200000.0,1102800000.0,0.0,0.0,Information Technology,Internet Software & Services
FISV,Year 1,12/31/2012,4436000000.0,2564000000.0,824000000.0,0.0,0.0,Information Technology,Internet Software & Services
FISV,Year 2,12/31/2013,4814000000.0,2776000000.0,977000000.0,0.0,0.0,Information Technology,Internet Software & Services
FISV,Year 3,12/31/2014,5066000000.0,2881000000.0,975000000.0,0.0,0.0,Information Technology,Internet Software & Services
FISV,Year 4,12/31/2015,5254000000.0,2909000000.0,1034000000.0,0.0,0.0,Information Technology,Internet Software & Services
FL,Year 1,2/2/2013,6182000000.0,4148000000.0,1294000000.0,0.0,118000000.0,Consumer Discretionary,Apparel Retail
FL,Year 2,2/1/2014,6505000000.0,4372000000.0,1334000000.0,0.0,133000000.0,Consumer Discretionary,Apparel Retail
FL,Year 3,1/31/2015,7151000000.0,4777000000.0,1426000000.0,0.0,139000000.0,Consumer Discretionary,Apparel Retail
FL,Year 4,1/30/2016,7412000000.0,4907000000.0,1415000000.0,0.0,148000000.0,Consumer Discretionary,Apparel Retail
FLIR,Year 1,12/31/2012,1405358000.0,670174000.0,292500000.0,137354000.0,0.0,Information Technology,Electronic Equipment & Instruments
FLIR,Year 2,12/31/2013,1496372000.0,759362000.0,322739000.0,147696000.0,0.0,Information Technology,Electronic Equipment & Instruments
FLIR,Year 3,12/31/2014,1530654000.0,780281000.0,331995000.0,142751000.0,0.0,Information Technology,Electronic Equipment & Instruments
FLIR,Year 4,12/31/2015,1557067000.0,803506000.0,313544000.0,132892000.0,0.0,Information Technology,Electronic Equipment & Instruments
FLR,Year 1,12/31/2013,27351573000.0,25986382000.0,175148000.0,0.0,0.0,Industrials,Diversified Commercial Services
FLR,Year 2,12/31/2014,21531577000.0,20132544000.0,182711000.0,0.0,0.0,Industrials,Diversified Commercial Services
FLR,Year 3,12/31/2015,18114048000.0,17019352000.0,408225000.0,0.0,0.0,Industrials,Diversified Commercial Services
FLR,Year 4,12/31/2016,19036525000.0,18246209000.0,191073000.0,0.0,0.0,Industrials,Diversified Commercial Services
FLS,Year 1,12/31/2013,4954619000.0,3266524000.0,966829000.0,0.0,0.0,Industrials,Industrial Machinery
FLS,Year 2,12/31/2014,4877885000.0,3163268000.0,936900000.0,0.0,0.0,Industrials,Industrial Machinery
FLS,Year 3,12/31/2015,4561030000.0,3073712000.0,971611000.0,0.0,0.0,Industrials,Industrial Machinery
FLS,Year 4,12/31/2016,3991462000.0,2759908000.0,965322000.0,0.0,0.0,Industrials,Industrial Machinery
FMC,Year 1,12/31/2012,3409900000.0,2141600000.0,489700000.0,112000000.0,0.0,Materials,Diversified Chemicals
FMC,Year 2,12/31/2013,3130700000.0,1929800000.0,496100000.0,115600000.0,0.0,Materials,Diversified Chemicals
FMC,Year 3,12/31/2014,3258700000.0,2047800000.0,589800000.0,126300000.0,0.0,Materials,Diversified Chemicals
FMC,Year 4,12/31/2015,3276500000.0,2201100000.0,737900000.0,143700000.0,0.0,Materials,Diversified Chemicals
FRT,Year 1,12/31/2013,637413000.0,190454000.0,31970000.0,0.0,160828000.0,Real Estate,Retail REITs
FRT,Year 2,12/31/2014,686090000.0,211923000.0,32316000.0,0.0,170814000.0,Real Estate,Retail REITs
FRT,Year 3,12/31/2015,744012000.0,233417000.0,35645000.0,0.0,174796000.0,Real Estate,Retail REITs
FRT,Year 4,12/31/2016,801591000.0,253612000.0,33399000.0,0.0,193585000.0,Real Estate,Retail REITs
FSLR,Year 1,12/31/2012,3368545000.0,2515796000.0,280928000.0,132460000.0,0.0,Information Technology,Semiconductors
FSLR,Year 2,12/31/2013,3309616000.0,2444984000.0,270261000.0,134300000.0,0.0,Information Technology,Semiconductors
FSLR,Year 3,12/31/2014,3391187000.0,2566246000.0,253827000.0,143969000.0,0.0,Information Technology,Semiconductors
FSLR,Year 4,12/31/2015,3578995000.0,2659728000.0,255192000.0,130593000.0,0.0,Information Technology,Semiconductors
FTR,Year 1,12/31/2012,5011853000.0,0.0,2676141000.0,0.0,1266807000.0,Telecommunications Services,Integrated Telecommunications Services
FTR,Year 2,12/31/2013,4762000000.0,0.0,2616000000.0,0.0,1170000000.0,Telecommunications Services,Integrated Telecommunications Services
FTR,Year 3,12/31/2014,4772000000.0,0.0,2671000000.0,0.0,1139000000.0,Telecommunications Services,Integrated Telecommunications Services
FTR,Year 4,12/31/2015,5576000000.0,0.0,3275000000.0,0.0,1320000000.0,Telecommunications Services,Integrated Telecommunications Services
GD,Year 1,12/31/2013,30930000000.0,25202000000.0,2039000000.0,0.0,0.0,Industrials,Aerospace & Defense
GD,Year 2,12/31/2014,30852000000.0,24979000000.0,1984000000.0,0.0,0.0,Industrials,Aerospace & Defense
GD,Year 3,12/31/2015,31469000000.0,25339000000.0,1952000000.0,0.0,0.0,Industrials,Aerospace & Defense
GD,Year 4,12/31/2016,31353000000.0,25104000000.0,1940000000.0,0.0,0.0,Industrials,Aerospace & Defense
GGP,Year 1,12/31/2012,2426301000.0,800336000.0,72163000.0,0.0,768820000.0,Real Estate,Retail REITs
GGP,Year 2,12/31/2013,2486017000.0,815095000.0,76864000.0,0.0,749722000.0,Real Estate,Retail REITs
GGP,Year 3,12/31/2014,2535559000.0,783602000.0,88705000.0,0.0,708406000.0,Real Estate,Retail REITs
GGP,Year 4,12/31/2015,2403906000.0,747276000.0,72363000.0,0.0,643689000.0,Real Estate,Retail REITs
GILD,Year 1,12/31/2012,9702000000.0,2471000000.0,1461000000.0,1760000000.0,0.0,Health Care,Biotechnology
